"direction","go_id","term_size","hit_count","pvalue","hit_symbols","padj","term"
"Higher in cluster 1","GO:0050657",104,1,0.712866773683239,"DDX25",1,"nucleic acid transport"
"Higher in cluster 1","GO:0050658",104,1,0.712866773683239,"DDX25",1,"RNA transport"
"Higher in cluster 1","GO:0050778",594,6,0.713089768523119,"BTNL9;CD36;TRIM10;NLRP6;SLC22A13;PCK1",1,"positive regulation of immune response"
"Higher in cluster 1","GO:1904062",209,2,0.71330586107356,"RGS9;TMEM38B",1,"regulation of monoatomic cation transmembrane transport"
"Higher in cluster 1","GO:0001649",105,1,0.716300247495702,"TNN",1,"osteoblast differentiation"
"Higher in cluster 1","GO:0002821",105,1,0.716300247495702,"SLC22A13",1,"positive regulation of adaptive immune response"
"Higher in cluster 1","GO:0048259",105,1,0.716300247495702,"IQSEC3",1,"regulation of receptor-mediated endocytosis"
"Higher in cluster 1","GO:0050954",105,1,0.716300247495702,"LHFPL3",1,"sensory perception of mechanical stimulus"
"Higher in cluster 1","GO:0090174",105,1,0.716300247495702,"STXBP1",1,"organelle membrane fusion"
"Higher in cluster 1","GO:2000241",105,1,0.716300247495702,"EDNRB",1,"regulation of reproductive process"
"Higher in cluster 2","GO:0001961",54,4,0.716772689917675,"IKBKE;MMP12;WNT5A;TSLP",1,"positive regulation of cytokine-mediated signaling pathway"
"Higher in cluster 2","GO:0003151",54,4,0.716772689917675,"SEMA3C;SFRP2;PITX2;TBX1",1,"outflow tract morphogenesis"
"Higher in cluster 1","GO:0030900",211,2,0.718214567162734,"SEMA3D;KIF26A",1,"forebrain development"
"Higher in cluster 1","GO:0048880",211,2,0.718214567162734,"WNT6;SLC6A3",1,"sensory system development"
"Higher in cluster 2","GO:0043502",67,5,0.719471920385014,"TRIM63;FBXO32;IGF1;SCN5A;CERS1",1,"regulation of muscle adaptation"
"Higher in cluster 2","GO:0045446",67,5,0.719471920385014,"PDPN;TJP3;PROX1;FOXP3;SPTBN4",1,"endothelial cell differentiation"
"Higher in cluster 2","GO:0050766",67,5,0.719471920385014,"STAP1;C2;PYCARD;FCGR1A;C3",1,"positive regulation of phagocytosis"
"Higher in cluster 1","GO:0002688",106,1,0.719692834348926,"TNFAIP6",1,"regulation of leukocyte chemotaxis"
"Higher in cluster 1","GO:0051236",106,1,0.719692834348926,"DDX25",1,"establishment of RNA localization"
"Higher in cluster 1","GO:1903076",106,1,0.719692834348926,"VIL1",1,"regulation of protein localization to plasma membrane"
"Higher in cluster 1","GO:0043269",312,3,0.720479838043102,"RGS9;TMEM38B;SCN4B",1,"regulation of monoatomic ion transport"
"Higher in cluster 1","GO:0001101",107,1,0.723045019117032,"SST",1,"response to acid chemical"
"Higher in cluster 2","GO:0002285",105,8,0.723264774906121,"MDK;LEF1;POU2AF1;CDH17;CD19;IL6;IL12B;IRF4",1,"lymphocyte activation involved in immune response"
"Higher in cluster 2","GO:0006805",105,8,0.723264774906121,"CYP1B1;SLC28A3;CYP2C9;SULT1A2;SULT1A1;BCHE;CYP4F2;CYP2B6",1,"xenobiotic metabolic process"
"Higher in cluster 2","GO:0034143",28,2,0.723395421583522,"LBP;LTF",1,"regulation of toll-like receptor 4 signaling pathway"
"Higher in cluster 2","GO:0055094",28,2,0.723395421583522,"ADTRP;CES1",1,"response to lipoprotein particle"
"Higher in cluster 2","GO:0060964",28,2,0.723395421583522,"IL6;HOXB-AS3",1,"regulation of miRNA-mediated gene silencing"
"Higher in cluster 2","GO:0070884",28,2,0.723395421583522,"HOMER2;IGF1",1,"regulation of calcineurin-NFAT signaling cascade"
"Higher in cluster 2","GO:0071312",28,2,0.723395421583522,"RYR2;PPP1R1B",1,"cellular response to alkaloid"
"Higher in cluster 2","GO:0071404",28,2,0.723395421583522,"ADTRP;CES1",1,"cellular response to low-density lipoprotein particle stimulus"
"Higher in cluster 2","GO:0071901",28,2,0.723395421583522,"PKIA;PYCARD",1,"negative regulation of protein serine/threonine kinase activity"
"Higher in cluster 2","GO:0072539",28,2,0.723395421583522,"IL6;IRF4",1,"T-helper 17 cell differentiation"
"Higher in cluster 2","GO:0106056",28,2,0.723395421583522,"HOMER2;IGF1",1,"regulation of calcineurin-mediated signaling"
"Higher in cluster 2","GO:1900368",28,2,0.723395421583522,"IL6;HOXB-AS3",1,"regulation of post-transcriptional gene silencing by regulatory ncRNA"
"Higher in cluster 2","GO:1903421",28,2,0.723395421583522,"ABCA13;SYT7",1,"regulation of synaptic vesicle recycling"
"Higher in cluster 2","GO:1904893",28,2,0.723395421583522,"HMGA2;SOCS1",1,"negative regulation of receptor signaling pathway via STAT"
"Higher in cluster 2","GO:2000279",28,2,0.723395421583522,"ANKRD1;NPPC",1,"negative regulation of DNA biosynthetic process"
"Higher in cluster 1","GO:0046486",314,3,0.724488438316253,"FABP4;PLCH2;ENPP2",1,"glycerolipid metabolic process"
"Higher in cluster 1","GO:0021543",108,1,0.726357280948048,"KIF26A",1,"pallium development"
"Higher in cluster 1","GO:1903312",108,1,0.726357280948048,"A1CF",1,"negative regulation of mRNA metabolic process"
"Higher in cluster 2","GO:0031334",179,14,0.726818877780726,"BAIAP2L1;BIK;CDH17;TRABD2A;HRK;PYCARD;CCL26;CCL21;SKAP1;CCL11;PFN2;CRACD;CXCL13;NAV3",1,"positive regulation of protein-containing complex assembly"
"Higher in cluster 2","GO:1902903",335,27,0.726936223891323,"BAIAP2L1;LIMK1;STMN2;TRIM54;ADD2;INPP5J;TACSTD2;PYCARD;ARHGAP40;CCL26;EPHA1;ACTN2;AURKB;CCL21;SLIT2;TPX2;SCIN;CCL11;APOE;PROX1;PFN2;CRACD;PPM1E;NAV3;WNT4;CHRNA7;SFRP1",1,"regulation of supramolecular fiber organization"
"Higher in cluster 1","GO:0050801",413,4,0.727088437279856,"EDNRB;CYP4A11;SLC30A8;PDK4",1,"monoatomic ion homeostasis"
"Higher in cluster 2","GO:0000722",14,1,0.727464147929219,"TERT",1,"telomere maintenance via recombination"
"Higher in cluster 2","GO:0001921",14,1,0.727464147929219,"NSG1",1,"positive regulation of receptor recycling"
"Higher in cluster 2","GO:0002756",14,1,0.727464147929219,"TNIP3",1,"MyD88-independent toll-like receptor signaling pathway"
"Higher in cluster 2","GO:0005513",14,1,0.727464147929219,"RYR2",1,"detection of calcium ion"
"Higher in cluster 2","GO:0006103",14,1,0.727464147929219,"OGDHL",1,"2-oxoglutarate metabolic process"
"Higher in cluster 2","GO:0006730",14,1,0.727464147929219,"ALDH1L2",1,"one-carbon metabolic process"
"Higher in cluster 2","GO:0007250",14,1,0.727464147929219,"CARD14",1,"activation of NF-kappaB-inducing kinase activity"
"Higher in cluster 2","GO:0009404",14,1,0.727464147929219,"CYP1B1",1,"toxin metabolic process"
"Higher in cluster 2","GO:0010988",14,1,0.727464147929219,"APOC3",1,"regulation of low-density lipoprotein particle clearance"
"Higher in cluster 2","GO:0014888",14,1,0.727464147929219,"TRIM63",1,"striated muscle adaptation"
"Higher in cluster 2","GO:0014904",14,1,0.727464147929219,"IGF1",1,"myotube cell development"
"Higher in cluster 2","GO:0016074",14,1,0.727464147929219,"FBLL1",1,"sno(s)RNA metabolic process"
"Higher in cluster 2","GO:0018126",14,1,0.727464147929219,"P3H3",1,"protein hydroxylation"
"Higher in cluster 2","GO:0030497",14,1,0.727464147929219,"HACD1",1,"fatty acid elongation"
"Higher in cluster 2","GO:0031571",14,1,0.727464147929219,"MUC1",1,"mitotic G1 DNA damage checkpoint signaling"
"Higher in cluster 2","GO:0034260",14,1,0.727464147929219,"PLXNB3",1,"negative regulation of GTPase activity"
"Higher in cluster 2","GO:0035809",14,1,0.727464147929219,"HAS2",1,"regulation of urine volume"
"Higher in cluster 2","GO:0036159",14,1,0.727464147929219,"DNAH3",1,"inner dynein arm assembly"
"Higher in cluster 2","GO:0042491",14,1,0.727464147929219,"MYO3B",1,"inner ear auditory receptor cell differentiation"
"Higher in cluster 2","GO:0042984",14,1,0.727464147929219,"BACE2",1,"regulation of amyloid precursor protein biosynthetic process"
"Higher in cluster 2","GO:0043043",14,1,0.727464147929219,"PCSK1",1,"peptide biosynthetic process"
"Higher in cluster 2","GO:0043518",14,1,0.727464147929219,"CD44",1,"negative regulation of DNA damage response, signal transduction by p53 class mediator"
"Higher in cluster 2","GO:0044828",14,1,0.727464147929219,"LTF",1,"host-mediated suppression of viral genome replication"
"Higher in cluster 2","GO:0044872",14,1,0.727464147929219,"APOB",1,"lipoprotein localization"
"Higher in cluster 2","GO:0046655",14,1,0.727464147929219,"ALDH1L2",1,"folic acid metabolic process"
"Higher in cluster 2","GO:0048311",14,1,0.727464147929219,"HAP1",1,"mitochondrion distribution"
"Higher in cluster 2","GO:0050687",14,1,0.727464147929219,"FOXP3",1,"negative regulation of defense response to virus"
"Higher in cluster 2","GO:0051446",14,1,0.727464147929219,"CDC25C",1,"positive regulation of meiotic cell cycle"
"Higher in cluster 2","GO:0070199",14,1,0.727464147929219,"TERT",1,"establishment of protein localization to chromosome"
"Higher in cluster 2","GO:0070988",14,1,0.727464147929219,"CYP2C9",1,"demethylation"
"Higher in cluster 2","GO:0098810",14,1,0.727464147929219,"SLC18A3",1,"neurotransmitter reuptake"
"Higher in cluster 2","GO:0141156",14,1,0.727464147929219,"SFN",1,"cAMP/PKA signal transduction"
"Higher in cluster 2","GO:0150079",14,1,0.727464147929219,"IGF1",1,"negative regulation of neuroinflammatory response"
"Higher in cluster 2","GO:1900424",14,1,0.727464147929219,"EMILIN1",1,"regulation of defense response to bacterium"
"Higher in cluster 2","GO:1903377",14,1,0.727464147929219,"PYCR1",1,"negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway"
"Higher in cluster 2","GO:1903975",14,1,0.727464147929219,"STAP1",1,"regulation of glial cell migration"
"Higher in cluster 2","GO:2000317",14,1,0.727464147929219,"FOXP3",1,"negative regulation of T-helper 17 type immune response"
"Higher in cluster 2","GO:2000677",14,1,0.727464147929219,"IGF1",1,"regulation of transcription regulatory region DNA binding"
"Higher in cluster 2","GO:0140013",118,9,0.728960465544908,"CCNA1;PTTG1;HSPA2;EREG;MEI1;RAD54B;FMN2;SHOC1;SYCE1L",1,"meiotic nuclear division"
"Higher in cluster 1","GO:0045621",109,1,0.729630093331245,"PCK1",1,"positive regulation of lymphocyte differentiation"
"Higher in cluster 2","GO:0043525",55,4,0.730249691946754,"TFAP2A;LCN2;HRK;HTR2A",1,"positive regulation of neuron apoptotic process"
"Higher in cluster 2","GO:0006790",228,18,0.731145950968234,"MAT1A;TPST2;HACD1;CHST6;ENPP1;NME1;BAAT;SULT2B1;SULT1A2;SULT1A1;GGT6;ACSBG1;SLC19A3;SLC19A2;CHAC1;SULT4A1;GAL3ST3;CPS1",1,"sulfur compound metabolic process"
"Higher in cluster 2","GO:0034446",42,3,0.732097976168451,"LAMB3;EPHA1;MEGF11",1,"substrate adhesion-dependent cell spreading"
"Higher in cluster 2","GO:0042398",42,3,0.732097976168451,"CKMT1A;CKMT2;CKB",1,"modified amino acid biosynthetic process"
"Higher in cluster 2","GO:0046839",42,3,0.732097976168451,"INPP5J;PLPP4;PLPPR1",1,"phospholipid dephosphorylation"
"Higher in cluster 2","GO:0048844",42,3,0.732097976168451,"STRA6;PROX1;TBX1",1,"artery morphogenesis"
"Higher in cluster 2","GO:0061001",42,3,0.732097976168451,"LRP8;EPHB2;RELN",1,"regulation of dendritic spine morphogenesis"
"Higher in cluster 2","GO:0072526",42,3,0.732097976168451,"PFKFB2;GCK;HKDC1",1,"pyridine-containing compound catabolic process"
"Higher in cluster 2","GO:1903670",42,3,0.732097976168451,"CREB3L1;ALOX5;CLIC3",1,"regulation of sprouting angiogenesis"
"Higher in cluster 2","GO:0030098",204,16,0.732262110813083,"CD79A;LEF1;POU2AF1;CDH17;CR2;SPIB;IGHM;IL6;TCF7;PAX5;ADGRG3;IL12B;FOXP3;IRF4;MS4A1;LEP",1,"lymphocyte differentiation"
"Higher in cluster 1","GO:0009314",318,3,0.732371517739954,"RGS9;CABP1;NETO1",1,"response to radiation"
"Higher in cluster 2","GO:0031347",760,63,0.733635922682731,"SAA1;LBP;PTGES;SUSD4;LTF;IL1R2;IKBKE;STAP1;METRNL;MDK;NECTIN4;PLA2G2D;MMP12;REG3G;FNDC4;CLNK;LY96;MMP9;CEBPB;ALOX5;LRP8;EPHB2;C2CD4A;PYCARD;SFN;WNT5A;AURKB;IL6;CFH;TNFRSF11A;EREG;ADAM8;IGF1;ARMH4;TNFSF14;APOE;SEMA7A;LRFN5;PTGIS;RARRES2;PLA2G2A;IL1A;C3;EMILIN1;HTR2A;DNASE1;IL1RN;AIM2;IL12B;FOXP3;CR1;SERPINE1;TNC;NLRP2;GRPR;SMPDL3B;OSM;TSLP;ADORA1;TNIP3;LEP;TNFSF11;C2CD4B",1,"regulation of defense response"
"Higher in cluster 2","GO:0002822",168,13,0.735832320778051,"NMU;SUSD4;C4BPA;CCL19;CR2;EPHB2;IL6;C4BPB;IL12B;FOXP3;CR1;CR1L;FOXJ1",1,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"Higher in cluster 1","GO:0010648",1255,13,0.735922196247902,"STXBP1;RCAN1;NLRP6;GABRB3;KIF26A;BDNF;GRIK3;TNFAIP6;BMP5;GABRB2;RGS7;ACE2;DACT2",1,"negative regulation of cell communication"
"Higher in cluster 2","GO:0045787",265,21,0.736891308727211,"PKP3;LEF1;TGM1;UBE2C;CCNE1;AURKA;SMARCD3;BUB1;CDC20;PLK1;BIRC5;AURKB;SMOC2;EREG;IGF1;RRM2;CDC25C;IL1A;PROX1;PTK6;TERT",1,"positive regulation of cell cycle"
"Higher in cluster 1","GO:0031669",219,2,0.737149325509584,"PDK4;SLC34A1",1,"cellular response to nutrient levels"
"Higher in cluster 1","GO:0034765",219,2,0.737149325509584,"RGS9;TMEM38B",1,"regulation of monoatomic ion transmembrane transport"
"Higher in cluster 1","GO:1903829",420,4,0.739083610465393,"MAPT;SLC30A8;TNFAIP6;VIL1",1,"positive regulation of protein localization"
"Higher in cluster 1","GO:0043087",112,1,0.73921648519738,"RGS7",1,"regulation of GTPase activity"
"Higher in cluster 1","GO:0043244",112,1,0.73921648519738,"VIL1",1,"regulation of protein-containing complex disassembly"
"Higher in cluster 1","GO:0023057",1259,13,0.739989663418433,"STXBP1;RCAN1;NLRP6;GABRB3;KIF26A;BDNF;GRIK3;TNFAIP6;BMP5;GABRB2;RGS7;ACE2;DACT2",1,"negative regulation of signaling"
"Higher in cluster 2","GO:0006695",29,2,0.741352397971074,"CES1;NPC1L1",1,"cholesterol biosynthetic process"
"Higher in cluster 2","GO:0008206",29,2,0.741352397971074,"BAAT;CYP8B1",1,"bile acid metabolic process"
"Higher in cluster 2","GO:0009112",29,2,0.741352397971074,"XDH;CPS1",1,"nucleobase metabolic process"
"Higher in cluster 2","GO:0010614",29,2,0.741352397971074,"TRIM63;CERS1",1,"negative regulation of cardiac muscle hypertrophy"
"Higher in cluster 2","GO:0032691",29,2,0.741352397971074,"IL1R2;IGF1",1,"negative regulation of interleukin-1 beta production"
"Higher in cluster 2","GO:0034142",29,2,0.741352397971074,"LY96;TNIP3",1,"toll-like receptor 4 signaling pathway"
"Higher in cluster 2","GO:0035456",29,2,0.741352397971074,"IKBKE;AIM2",1,"response to interferon-beta"
"Higher in cluster 2","GO:0042278",29,2,0.741352397971074,"MACROD2;XDH",1,"purine nucleoside metabolic process"
"Higher in cluster 2","GO:0045879",29,2,0.741352397971074,"GPC3;KCTD1",1,"negative regulation of smoothened signaling pathway"
"Higher in cluster 2","GO:0060147",29,2,0.741352397971074,"IL6;HOXB-AS3",1,"regulation of post-transcriptional gene silencing"
"Higher in cluster 2","GO:0090140",29,2,0.741352397971074,"AURKA;DCN",1,"regulation of mitochondrial fission"
"Higher in cluster 1","GO:0009792",221,2,0.74171097208384,"UPB1;BMP5",1,"embryo development ending in birth or egg hatching"
"Higher in cluster 1","GO:0002274",113,1,0.742336123819825,"MAPT",1,"myeloid leukocyte activation"
"Higher in cluster 1","GO:0019730",113,1,0.742336123819825,"CCL16",1,"antimicrobial humoral response"
"Higher in cluster 1","GO:0061448",113,1,0.742336123819825,"GHR",1,"connective tissue development"
"Higher in cluster 2","GO:1901800",107,8,0.742506644177206,"HAMP;TF;CDC20;BAG2;PLK1;TRIB3;CDC20B;PPEF1",1,"positive regulation of proteasomal protein catabolic process"
"Higher in cluster 2","GO:0001890",56,4,0.743239974728797,"BMP7;FBN2;WNT7B;LEP",1,"placenta development"
"Higher in cluster 2","GO:0060840",56,4,0.743239974728797,"LOXL1;STRA6;PROX1;TBX1",1,"artery development"
"Higher in cluster 2","GO:0046632",69,5,0.743330434961386,"LEF1;IL6;IL12B;FOXP3;IRF4",1,"alpha-beta T cell differentiation"
"Higher in cluster 1","GO:0048568",222,2,0.743966409798094,"KDR;BMP5",1,"embryonic organ development"
"Higher in cluster 2","GO:0110053",230,18,0.74430570845226,"BAIAP2L1;LIMK1;ADD2;TACSTD2;PYCARD;ARHGAP40;CCL26;EPHA1;ACTN2;CCL21;SLIT2;SCIN;CCL11;PFN2;CRACD;PPM1E;WNT4;SFRP1",1,"regulation of actin filament organization"
"Higher in cluster 1","GO:0043588",114,1,0.745418597861623,"DACT2",1,"skin development"
"Higher in cluster 2","GO:0048872",157,12,0.7455784215046,"HCAR2;GPR15LG;AMPD3;PMAIP1;IL6;TNFSF14;PLA2G2A;AIM2;INHA;FOXP3;TNFRSF13B;EPO",1,"homeostasis of number of cells"
"Higher in cluster 1","GO:0140546",521,5,0.745786295639906,"TRIM10;NLRP6;SLC30A8;TRIM7;CCL16",1,"defense response to symbiont"
"Higher in cluster 2","GO:0002886",43,3,0.74674499451011,"STAP1;CD177;DNASE1",1,"regulation of myeloid leukocyte mediated immunity"
"Higher in cluster 2","GO:0009124",43,3,0.74674499451011,"AMPD3;AMPD1;RRM2",1,"nucleoside monophosphate biosynthetic process"
"Higher in cluster 2","GO:0042269",43,3,0.74674499451011,"NECTIN4;IL12B;LEP",1,"regulation of natural killer cell mediated cytotoxicity"
"Higher in cluster 1","GO:0010720",326,3,0.747606338931125,"MAPT;BDNF;PCK1",1,"positive regulation of cell development"
"Higher in cluster 2","GO:0032231",95,7,0.748225168302907,"LIMK1;TACSTD2;EPHA1;PFN2;PPM1E;WNT4;SFRP1",1,"regulation of actin filament bundle assembly"
"Higher in cluster 2","GO:0046631",95,7,0.748225168302907,"LEF1;CD44;CEBPB;IL6;IL12B;FOXP3;IRF4",1,"alpha-beta T cell activation"
"Higher in cluster 1","GO:0030705",224,2,0.748426906360194,"MAPT;NETO1",1,"cytoskeleton-dependent intracellular transport"
"Higher in cluster 1","GO:0048762",115,1,0.748464348230101,"SEMA3D",1,"mesenchymal cell differentiation"
"Higher in cluster 1","GO:0071560",115,1,0.748464348230101,"PDGFD",1,"cellular response to transforming growth factor beta stimulus"
"Higher in cluster 1","GO:0008285",523,5,0.748774585852307,"SST;TMIGD1;ATOH8;BMP5;ACE2",1,"negative regulation of cell population proliferation"
"Higher in cluster 2","GO:0007283",387,31,0.750066360252305,"CCNA1;WFDC2;CFAP47;SERPINA5;KLC3;ADGRG2;DEFB1;PYGO1;PTTG1;SPOCD1;HSPA2;NICOL1;TDRD5;CFTR;SLC19A2;TMEM119;DNAH3;FOXA3;MYCBPAP;STK33;CCIN;SHOC1;NTRK1;DRC7;CHD5;FOXJ1;SOHLH2;PRSS21;CFAP65;ADAM18;SPINK2",1,"spermatogenesis"
"Higher in cluster 2","GO:0032787",387,31,0.750066360252305,"PTGES;FA2H;HACD1;PFKFB2;CTHRC1;CYP1B1;PLA2G4D;ADTRP;ALDH1A3;GCK;ALOX5;ALDH1A2;ADH1C;CYP2C9;IGF1;BAAT;HKDC1;CYP4F3;CYP8B1;PTGIS;PTGDS;VNN2;ACSBG1;BCO2;PTGS1;CES1;LEP;CYP27C1;CYP4F2;CYP2B6;FADS6",1,"monocarboxylic acid metabolic process"
"Higher in cluster 2","GO:0051301",170,13,0.750878472585665,"SEPTIN3;ZNF365;TRIM36;KIF20A;PLK1;BIRC5;AURKB;CENPA;CEP55;ANLN;IQGAP3;FMN2;CECR2",1,"cell division"
"Higher in cluster 1","GO:0009266",116,1,0.751473810623623,"MAPT",1,"response to temperature stimulus"
"Higher in cluster 1","GO:0051648",116,1,0.751473810623623,"STXBP1",1,"vesicle localization"
"Higher in cluster 1","GO:2001236",116,1,0.751473810623623,"BMP5",1,"regulation of extrinsic apoptotic signaling pathway"
"Higher in cluster 2","GO:0000731",15,1,0.751640387035562,"RRM2",1,"DNA synthesis involved in DNA repair"
"Higher in cluster 2","GO:0002755",15,1,0.751640387035562,"REG3G",1,"MyD88-dependent toll-like receptor signaling pathway"
"Higher in cluster 2","GO:0002827",15,1,0.751640387035562,"IL12B",1,"positive regulation of T-helper 1 type immune response"
"Higher in cluster 2","GO:0006144",15,1,0.751640387035562,"XDH",1,"purine nucleobase metabolic process"
"Higher in cluster 2","GO:0006177",15,1,0.751640387035562,"AMPD1",1,"GMP biosynthetic process"
"Higher in cluster 2","GO:0006677",15,1,0.751640387035562,"FA2H",1,"glycosylceramide metabolic process"
"Higher in cluster 2","GO:0006686",15,1,0.751640387035562,"CERS1",1,"sphingomyelin biosynthetic process"
"Higher in cluster 2","GO:0007141",15,1,0.751640387035562,"CCNA1",1,"male meiosis I"
